Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
9,0,39,0,3793,61,0,37,1,True,True,15,211,False
3,0,39,0,1955,34,267,20,3,True,True,30,1147,False
24,0,39,3,14735,220,36,34,3,True,True,30,742,False
8,0,38,0,15080,177,132,32,2,True,True,25,1280,False
6,0,38,1,11060,149,0,49,4,True,True,45,280,False
0,0,37,0,1263,20,0,8,4,True,True,45,32,False
0,0,37,0,223,2,0,6,4,True,False,45,5,True
5,0,35,3,6560,111,253,35,2,False,True,25,1438,False
3,0,27,0,1163,34,12,70,4,True,True,45,59,False
0,0,27,0,420,5,3,5,4,True,False,45,18,False
7,0,17,3,2447,40,13,21,3,True,True,30,151,False
1,0,10,1,3985,35,197,12,3,True,True,30,948,False
15,0,40,1,4503,72,8,37,1,True,True,15,295,False
9,0,40,1,2665,45,292,20,3,True,True,30,1276,False
18,0,39,3,9420,127,151,45,3,True,True,30,985,False
30,0,40,4,15445,231,61,34,3,True,True,30,871,False
14,0,39,1,15790,188,157,32,2,True,True,25,1425,False
12,0,39,2,11770,160,18,49,4,True,True,45,343,False
14,0,38,0,2573,50,41,33,4,True,False,45,168,True
6,0,38,1,1973,31,7,8,4,True,True,45,67,False
5,0,38,0,933,13,16,6,4,True,False,45,63,True
30,0,33,4,16380,244,7,82,2,False,True,25,779,False
11,0,36,4,7270,122,278,35,3,False,True,30,1407,False
5,0,28,0,1130,16,28,5,4,True,False,45,98,False
13,0,18,4,3157,51,38,21,3,True,True,30,280,False
7,0,11,2,4695,46,222,12,3,True,True,30,1077,False
15,0,40,1,4503,72,8,37,1,True,True,15,295,False
9,0,40,1,2665,45,292,20,3,True,True,30,1276,False
18,0,39,3,9420,127,151,45,3,True,True,30,985,False
30,0,40,4,15445,231,61,34,3,False,True,30,871,False
14,0,39,1,15790,188,157,32,2,True,True,25,1425,False
12,0,39,2,11770,160,18,49,4,True,True,45,343,False
6,0,38,1,1973,31,7,8,4,True,True,45,67,False
30,0,33,4,16380,244,7,82,2,False,True,25,779,False
11,0,36,4,7270,122,278,35,3,False,True,30,1407,False
5,0,28,0,1130,16,28,5,4,True,False,45,98,False
13,0,18,4,3157,51,38,21,3,True,True,30,280,False
7,0,11,2,4695,46,222,12,3,True,True,30,1077,False
