Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
8,0,37,0,14178,174,1,42,3,True,True,30,578,False
26,1,37,3,15545,230,55,30,3,True,True,30,851,False
5,0,37,1,3500,32,484,6,3,True,True,30,2077,False
10,0,36,0,15890,187,151,28,2,True,True,25,1402,False
4,0,36,0,7913,132,385,41,2,True,True,25,2094,False
22,0,35,8,10840,98,2,40,4,True,True,45,278,False
10,1,35,0,2673,49,35,29,3,True,False,30,248,True
4,0,32,1,7190,102,15,20,4,True,True,45,219,False
1,0,35,0,1033,12,10,2,4,True,False,45,51,True
1,0,35,1,743,9,5,1,5,True,True,55,18,False
26,0,30,3,16480,243,1,78,2,True,True,25,757,False
7,0,33,3,7370,121,272,31,2,False,True,25,1561,False
5,0,25,0,1973,44,31,66,4,True,True,45,127,False
1,0,25,0,1230,15,22,1,4,True,False,45,86,False
3,0,17,0,2100,31,29,12,2,True,True,25,226,False
17,0,16,1,6797,146,86,40,1,False,True,15,854,False
13,0,14,0,9337,176,74,38,4,True,True,45,422,False
9,0,15,3,3257,50,32,17,3,True,True,30,260,False
3,0,8,1,4795,45,216,8,3,True,True,30,1057,False
4,0,8,1,1892,24,1,5,3,True,True,30,80,True
0,0,34,0,1438,43,327,22,2,True,True,25,1538,False
0,0,35,0,3183,49,0,33,1,True,True,15,177,False
0,0,35,0,1378,41,0,31,1,True,True,15,78,False
0,0,35,0,1345,22,253,16,3,True,True,30,1066,False
14,0,35,1,14125,208,22,30,2,True,True,25,743,False
0,0,35,0,2080,10,451,6,3,True,True,30,1887,False
0,0,34,0,14470,165,118,28,2,True,True,25,1189,False
0,0,34,0,6493,110,352,41,2,True,True,25,1881,False
0,1,30,0,0,0,0,0,2,True,False,25,0,True
10,0,33,6,9420,76,0,40,4,True,True,45,237,False
2,1,33,0,4803,81,0,22,2,True,True,25,219,True
0,1,33,0,0,0,0,0,2,True,False,25,0,True
0,0,30,0,5770,80,0,20,4,True,True,45,146,False
0,0,33,0,0,0,0,0,4,True,True,45,0,False
14,0,28,1,15060,221,0,78,2,True,True,25,687,False
0,0,31,1,5950,99,239,31,2,False,True,25,1347,False
0,0,23,0,553,22,0,66,4,True,True,45,14,False
0,0,23,0,0,0,0,0,4,True,False,45,0,False
0,0,15,0,680,9,0,12,2,True,True,25,31,False
5,0,14,0,5377,124,53,40,1,False,True,15,594,False
1,0,12,0,7917,154,41,38,4,True,True,45,304,False
0,0,13,1,1837,28,0,17,3,True,True,30,74,False
0,0,6,0,3375,23,183,8,3,True,True,30,867,False
0,0,6,0,472,2,0,5,2,True,True,25,21,True
5,0,35,0,2148,54,352,22,2,True,True,25,1683,False
5,0,36,0,3893,60,0,33,1,True,True,15,217,False
0,0,36,0,2088,52,0,31,1,True,True,15,117,False
0,0,36,0,2055,33,278,16,3,True,True,30,1195,False
20,0,36,2,14835,219,47,30,3,True,True,30,790,False
0,0,36,0,2790,21,476,6,3,True,True,30,2016,False
4,0,35,0,15180,176,143,28,2,True,True,25,1334,False
0,1,35,0,0,0,0,0,2,True,False,25,0,True
0,0,35,0,7203,121,377,41,2,True,True,25,2026,False
16,0,34,7,10130,87,0,40,4,True,True,45,255,False
4,1,34,0,1963,38,27,29,3,True,False,30,188,True
0,0,31,0,6480,91,7,20,4,True,True,45,181,False
0,1,34,0,323,1,2,2,4,True,False,45,13,True
0,0,34,0,0,0,0,0,5,True,True,55,0,False
20,0,29,2,15770,232,0,78,2,True,True,25,720,False
1,0,32,2,6660,110,264,31,2,False,True,25,1492,False
0,0,24,0,1263,33,23,66,4,True,True,45,89,False
0,0,24,0,520,4,14,1,4,True,False,45,48,False
0,0,16,0,1390,20,21,12,2,True,True,25,157,False
11,0,15,0,6087,135,78,40,1,False,True,15,771,False
7,0,13,0,8627,165,66,38,4,True,True,45,384,False
3,0,14,2,2547,39,24,17,3,True,True,30,199,False
0,0,7,0,4085,34,208,8,3,True,True,30,996,False
0,0,7,0,1182,13,0,5,2,True,True,25,53,True
5,0,35,0,2148,54,352,22,2,True,True,25,1683,False
5,0,36,0,3893,60,0,33,1,True,True,15,217,False
0,0,36,0,2088,52,0,31,1,True,True,15,117,False
0,0,36,0,2055,33,278,16,3,True,True,30,1195,False
20,0,36,2,14835,219,47,30,3,True,True,30,790,False
0,0,36,0,2790,21,476,6,3,True,True,30,2016,False
4,0,35,0,15180,176,143,28,2,True,True,25,1334,False
0,0,35,0,7203,121,377,41,2,True,True,25,2026,False
18,1,31,0,650,41,9,15,2,True,False,25,71,True
16,0,34,7,10130,87,0,40,4,True,True,45,255,False
4,1,33,0,2685,35,2,14,2,True,False,25,131,True
0,1,34,0,0,0,0,0,3,True,False,30,0,True
0,0,31,0,6480,91,7,20,4,True,True,45,181,False
0,0,34,0,323,1,2,2,4,True,False,45,13,True
0,0,34,0,0,0,0,0,5,True,True,55,0,False
20,0,29,2,15770,232,0,78,2,True,True,25,720,False
1,0,32,2,6660,110,264,31,2,False,True,25,1492,False
0,0,24,0,1263,33,23,66,4,True,True,45,89,False
0,0,24,0,520,4,14,1,4,True,False,45,48,False
0,0,16,0,1390,20,21,12,2,True,True,25,157,False
11,0,15,0,6087,135,78,40,1,False,True,15,771,False
7,0,13,0,8627,165,66,38,4,True,True,45,384,False
3,0,14,2,2547,39,24,17,3,True,True,30,199,False
0,0,7,0,4085,34,208,8,3,True,True,30,996,False
0,0,7,0,1182,13,0,5,2,True,True,25,53,True
15,0,39,1,2758,66,366,26,3,True,True,30,1576,False
15,0,40,1,4503,72,8,37,1,True,True,15,295,False
9,0,40,1,2665,45,292,20,3,True,True,30,1276,False
18,0,39,3,9420,127,151,45,3,True,True,30,985,False
14,1,40,0,2543,60,15,19,3,True,False,30,164,False
30,0,40,4,15445,231,61,34,3,False,True,30,871,False
9,0,40,2,3400,33,490,10,3,True,True,30,2097,False
14,0,39,1,15790,188,157,32,2,True,True,25,1425,False
8,0,39,1,7813,133,391,45,3,True,True,30,1881,False
12,0,39,2,11770,160,18,49,4,True,True,45,343,False
26,0,38,9,10740,99,8,44,5,True,True,55,174,False
14,1,37,0,3295,47,16,18,3,True,False,30,197,True
14,1,38,0,2573,50,41,33,4,True,False,45,168,True
6,0,38,1,1973,31,7,8,4,True,True,45,67,False
8,0,35,2,7090,103,21,24,5,True,True,55,139,False
5,0,38,0,933,13,16,6,4,True,False,45,63,True
5,0,38,2,643,10,11,4,5,True,True,55,26,False
30,0,33,4,16380,244,7,82,2,False,True,25,779,False
11,0,36,4,7270,122,278,35,3,False,True,30,1407,False
9,0,28,1,1873,45,37,70,5,True,True,55,84,False
5,0,28,0,1130,16,28,5,4,True,False,45,98,False
17,0,17,1,9238,177,80,42,5,True,True,55,261,False
13,0,18,4,3158,51,38,21,3,False,True,30,280,False
7,0,11,2,4695,46,222,12,3,True,True,30,1077,False
8,1,11,2,1793,25,7,9,3,True,True,30,100,True
18,0,41,2,2818,69,371,28,3,True,True,30,1599,False
18,0,42,2,4563,75,13,39,1,True,True,15,326,False
19,0,42,3,4140,91,44,32,3,True,True,30,345,False
12,0,42,2,2725,48,297,22,4,True,True,45,811,False
21,0,41,4,9480,130,156,47,3,True,True,30,1008,False
15,0,42,2,14138,178,12,48,3,True,True,30,620,False
15,0,42,3,4880,92,14,29,4,True,True,45,159,False
17,0,42,2,2603,63,20,21,4,True,True,45,116,False
33,0,42,5,15505,234,66,36,3,False,True,30,893,False
12,0,42,3,3460,36,495,12,4,True,True,45,1324,False
17,0,41,2,15850,191,162,34,2,True,True,25,1450,False
11,0,41,3,6865,95,198,30,3,True,True,30,1070,False
11,0,41,2,7873,136,396,47,3,True,True,30,1904,False
15,0,41,3,11830,163,23,51,4,True,True,45,357,False
16,0,41,3,7083,84,120,41,2,True,True,25,862,False
31,1,37,2,1320,56,28,21,3,True,True,30,167,True
29,1,40,10,10800,102,13,46,5,False,True,55,183,False
21,0,40,3,6183,107,38,28,3,True,True,30,403,False
17,1,39,2,3355,50,21,20,3,True,True,30,220,True
17,0,40,2,2633,53,46,35,4,True,True,45,182,True
9,0,40,2,2033,34,12,10,4,True,True,45,81,False
11,0,37,3,7150,106,26,26,5,True,True,55,147,False
8,1,40,2,993,16,21,8,4,True,True,45,77,True
8,0,40,3,703,13,16,6,5,True,True,55,34,False
33,0,35,5,16440,247,12,84,2,False,True,25,804,False
14,0,38,5,7330,125,283,37,3,False,True,30,1430,False
11,0,39,2,2030,53,50,24,4,True,True,45,177,False
12,0,31,3,1680,45,205,15,3,False,True,30,889,False
12,0,30,2,1933,48,42,72,5,True,True,55,92,False
8,0,30,2,1190,19,33,7,4,True,True,45,112,False
24,0,21,3,6758,150,97,46,2,False,True,25,747,False
20,0,19,2,9298,180,85,44,5,True,True,55,269,False
16,0,20,5,3218,54,43,23,3,False,True,30,302,False
10,0,13,3,4755,49,227,14,3,True,True,30,1100,False
11,1,13,3,1853,28,12,11,3,True,True,30,123,True
12,0,37,1,2698,63,361,24,3,True,True,30,1554,False
12,0,38,1,4443,69,7,35,1,True,True,15,286,False
6,0,38,1,2605,42,287,18,3,True,True,30,1253,False
27,0,38,3,15385,228,56,32,3,True,True,30,848,False
6,0,38,1,3340,30,485,8,3,True,True,30,2074,False
11,0,37,1,15730,185,152,30,2,True,True,25,1400,False
5,0,37,1,7753,130,386,43,3,True,True,30,1859,False
9,0,37,1,11710,157,13,47,4,True,True,45,329,False
25,1,33,0,1200,50,18,17,3,True,False,30,122,True
23,0,36,8,10680,96,7,42,5,True,True,55,172,False
11,1,36,0,2513,47,36,31,3,True,False,30,246,True
5,0,36,1,1913,28,7,6,4,True,True,45,66,False
5,0,33,1,7030,100,16,22,5,True,True,55,130,False
5,0,36,0,873,10,11,4,4,True,False,45,49,True
5,0,36,1,305,6,7,2,5,True,True,55,15,False
27,0,31,3,16320,241,7,80,2,True,True,25,776,False
8,0,34,3,7210,119,273,33,2,False,True,25,1558,False
6,0,26,1,1813,42,32,68,4,True,True,45,126,False
5,0,26,0,1070,13,23,3,4,True,False,45,84,False
18,0,17,1,6638,144,87,42,2,False,True,25,696,False
14,0,15,1,9178,174,75,40,5,True,True,55,252,False
10,0,16,3,3098,48,33,19,3,True,True,30,257,False
5,0,9,1,4635,43,217,10,3,True,True,30,1055,False
5,1,9,1,1733,22,7,7,3,True,True,30,98,True
16,0,43,2,2838,68,376,30,3,True,True,30,1620,False
16,0,44,2,4583,74,18,41,1,True,True,15,355,False
17,0,44,3,4160,90,49,34,3,True,True,30,366,False
10,0,44,2,2745,47,302,24,4,True,True,45,824,False
19,0,43,4,9500,129,161,49,3,True,True,30,1029,False
13,0,44,2,14158,177,17,50,3,True,True,30,641,False
13,0,44,3,4900,91,19,31,3,True,True,30,275,False
15,1,44,0,2623,62,25,23,3,True,False,30,207,False
31,0,44,5,15525,233,71,38,3,True,True,30,914,False
10,0,44,3,3480,35,500,14,4,True,True,45,1337,False
15,0,43,2,15870,190,167,36,2,True,True,25,1474,False
9,0,43,3,6885,94,203,32,3,True,True,30,1091,False
9,0,43,2,7893,135,401,49,3,True,True,30,1925,False
13,0,43,3,11850,162,28,53,4,True,True,45,370,False
14,0,43,3,7103,83,125,43,2,True,True,25,885,False
29,1,39,0,1340,55,33,23,3,True,False,30,187,True
27,0,42,10,10820,101,18,48,5,True,True,55,190,False
19,0,42,3,6203,106,43,30,3,True,True,30,424,False
15,1,41,0,3375,49,26,22,3,True,False,30,240,True
15,1,42,0,2653,52,51,37,4,True,False,45,195,True
7,0,42,2,2053,33,17,12,4,True,True,45,94,False
9,0,39,3,7170,105,31,28,5,True,True,55,155,False
6,1,42,0,1013,15,26,10,4,True,False,45,90,True
6,0,42,3,723,12,21,8,5,True,True,55,42,False
31,0,37,5,16460,246,17,86,2,True,True,25,828,False
12,0,40,5,7350,124,288,39,3,False,True,30,1450,False
9,1,41,0,2050,52,55,26,4,True,False,45,190,False
10,0,33,3,1700,44,210,17,3,False,True,30,909,False
10,0,32,2,1953,47,47,74,5,True,True,55,100,False
6,0,32,0,1210,18,38,9,4,True,False,45,125,False
22,0,23,3,6778,149,102,48,2,False,True,25,770,False
18,0,21,2,9318,179,90,46,5,True,True,55,277,False
14,0,22,5,3238,53,48,25,3,False,True,30,323,False
8,0,15,3,4775,48,232,16,3,True,True,30,1120,False
9,1,15,3,1873,27,17,13,3,True,True,30,144,True
14,0,35,1,2678,64,356,22,3,True,True,30,1533,False
8,0,36,1,2585,43,282,16,3,True,True,30,1233,False
29,0,36,3,15365,229,51,30,3,True,True,30,827,False
8,0,36,1,3320,31,480,6,3,True,True,30,2054,False
13,0,35,1,15710,186,147,28,2,True,True,25,1376,False
7,0,35,1,7733,131,381,41,3,True,True,30,1838,False
11,0,35,1,11690,158,8,45,4,True,True,45,316,False
27,1,31,0,1180,51,13,15,3,True,False,30,101,True
25,0,34,8,10660,97,7,40,5,True,True,55,171,False
13,1,33,0,3215,45,7,14,3,True,False,30,158,True
13,1,34,0,2493,48,31,29,3,True,False,30,225,True
5,0,34,1,1893,29,7,4,4,True,True,45,65,False
7,0,31,1,7010,101,11,20,5,True,True,55,123,False
5,0,34,0,305,6,7,2,4,True,False,45,25,True
5,0,34,1,305,6,7,2,5,True,True,55,15,False
29,0,29,3,16300,242,7,78,2,True,True,25,775,False
10,0,32,3,7190,120,268,31,3,False,True,30,1364,False
8,0,24,1,1793,43,27,66,4,True,True,45,113,False
5,0,24,0,305,6,18,2,4,True,False,45,52,False
6,0,16,1,1920,30,25,12,2,True,True,25,200,False
20,0,15,1,6618,145,82,40,2,False,True,25,673,False
16,0,13,1,9158,175,70,38,5,True,True,55,244,False
12,0,14,3,3078,49,28,17,3,True,True,30,237,False
6,0,7,1,4615,44,212,8,3,True,True,30,1034,False
7,1,7,1,1713,23,7,5,3,True,True,30,97,True
20,0,45,2,3018,76,381,32,3,True,True,30,1647,False
20,0,46,2,4763,82,23,43,1,True,True,15,392,False
21,0,46,3,4340,98,54,36,3,True,True,30,393,False
14,0,46,2,2925,55,307,26,4,True,True,45,842,False
23,0,45,4,9680,137,166,51,3,True,True,30,1056,False
17,0,46,2,14338,185,22,52,3,True,True,30,668,False
17,0,46,3,5080,99,24,33,4,True,True,45,189,False
19,0,46,0,2803,70,30,25,4,True,False,45,146,False
35,0,46,5,15705,241,76,40,3,True,True,30,941,False
14,0,46,3,3660,43,505,16,4,True,True,45,1355,False
19,0,45,2,16050,198,172,38,2,True,True,25,1505,False
13,0,45,3,7065,102,208,34,4,True,True,45,699,False
13,0,45,2,8073,143,406,51,3,True,True,30,1952,False
17,0,45,3,12030,170,33,55,4,True,True,45,387,False
18,0,45,3,7283,91,130,45,2,True,True,25,916,False
33,1,41,0,1520,63,38,25,3,True,False,30,215,True
31,0,44,10,11000,109,23,50,5,True,True,55,201,False
23,0,44,3,6383,114,48,32,3,True,True,30,451,False
11,0,42,2,3405,38,22,22,4,True,True,45,141,False
19,1,43,0,3555,57,31,24,3,True,False,30,268,True
19,1,44,0,2833,60,56,39,4,True,False,45,212,True
11,0,44,2,2233,41,22,14,4,True,True,45,111,False
13,0,41,3,7350,113,36,30,5,True,True,55,165,False
10,1,44,0,1193,23,31,12,4,True,False,45,107,True
10,0,44,3,903,20,26,10,5,True,True,55,52,False
35,0,39,5,16640,254,22,88,2,False,True,25,859,False
16,1,42,5,7530,132,293,41,3,False,True,30,1478,False
13,0,43,0,2230,60,60,28,4,True,False,45,207,False
14,0,35,3,1880,52,215,19,3,False,True,30,937,False
14,0,34,2,2133,55,52,76,5,True,True,55,110,False
10,0,34,0,1390,26,43,11,4,True,False,45,142,False
12,0,33,2,3790,77,30,31,4,True,True,45,171,False
26,0,25,3,6958,157,107,50,2,False,True,25,801,False
22,0,23,2,9498,187,95,48,5,True,True,55,287,False
18,0,24,5,3418,61,53,27,4,False,True,45,219,False
12,0,17,3,4955,56,237,18,3,True,True,30,1148,False
13,0,17,3,2053,35,22,15,3,True,True,30,171,True
10,0,33,1,2498,56,351,20,3,True,True,30,1506,False
5,0,34,1,2438,54,7,29,1,True,True,15,175,False
5,0,34,1,2405,35,277,14,3,True,True,30,1205,False
25,0,34,3,15185,221,46,28,3,True,True,30,800,False
5,0,34,1,3140,23,475,4,3,True,True,30,2026,False
9,0,33,1,15530,178,142,26,2,True,True,25,1345,False
5,0,33,1,7553,123,376,39,2,True,True,25,2037,False
7,0,33,1,11510,150,7,43,4,True,True,45,309,False
21,0,32,8,10480,89,7,38,5,True,True,55,169,False
9,1,32,0,2313,40,26,27,3,True,False,30,198,True
5,0,29,1,6830,93,7,18,5,True,True,55,114,False
5,0,32,0,305,6,7,2,4,True,False,45,25,True
5,0,32,1,305,6,7,2,5,True,True,55,15,True
25,0,27,3,16120,234,7,76,2,True,True,25,767,False
6,0,30,3,7010,112,263,29,2,False,True,25,1503,False
5,0,22,1,1613,35,22,64,4,True,True,45,96,False
5,0,22,0,305,6,13,2,4,True,False,45,40,False
5,0,14,1,1740,22,20,10,2,True,True,25,169,False
16,0,13,1,6438,137,77,38,2,False,True,25,642,False
12,0,11,1,8978,167,65,36,4,True,True,45,391,False
8,0,12,3,2898,41,23,15,3,True,True,30,209,False
5,0,5,1,4435,36,207,6,3,True,True,30,1006,False
5,1,5,0,1533,15,7,3,3,True,True,30,89,True
17,0,42,1,2938,74,377,31,3,True,True,30,1628,False
17,0,43,1,4683,80,19,42,1,True,True,15,366,False
11,0,43,1,2845,53,303,25,3,True,True,30,1327,False
20,0,42,3,9600,135,162,50,3,True,True,30,1037,False
14,0,43,1,14258,183,18,51,3,True,True,30,649,False
16,1,43,0,2723,68,26,24,3,True,False,30,215,False
32,0,43,4,15625,239,72,39,3,True,True,30,922,False
11,0,43,2,3580,41,501,15,3,True,True,30,2148,False
16,0,42,1,15970,196,168,37,2,True,True,25,1483,False
10,0,42,1,7993,141,402,50,3,True,True,30,1933,False
14,0,42,2,11950,168,29,54,4,True,True,45,375,False
30,0,38,0,1440,61,34,24,3,True,False,30,196,True
28,0,41,9,10920,107,19,49,5,False,True,55,193,False
16,1,40,0,3475,55,27,23,3,True,False,30,249,True
16,1,41,0,2753,58,52,38,4,True,False,45,200,True
7,1,41,0,618,16,18,9,3,True,False,30,97,True
8,0,41,1,2153,39,18,13,4,True,True,45,99,False
10,0,38,2,7270,111,32,29,5,True,True,55,158,False
7,0,41,0,1113,21,27,11,4,True,False,45,95,True
7,0,41,2,823,18,22,9,5,True,True,55,45,False
32,1,36,4,16560,252,18,87,2,False,True,25,837,False
13,0,39,4,7450,130,289,40,3,False,True,30,1459,False
11,0,32,2,1800,50,211,18,3,False,True,30,918,False
11,0,31,1,2053,53,48,75,5,True,True,55,103,False
7,0,31,0,1310,24,39,10,4,True,False,45,130,False
19,0,20,1,9418,185,91,47,5,True,True,55,280,False
15,0,21,4,3338,59,49,26,3,True,True,30,331,False
9,0,14,2,4875,54,233,17,3,True,True,30,1129,False
10,0,14,2,1973,33,18,14,3,True,True,30,152,True
13,0,36,1,2578,58,355,21,3,True,True,30,1525,False
13,0,37,1,4323,64,7,32,1,True,True,15,279,False
7,0,37,1,2485,37,281,15,3,True,True,30,1224,False
16,0,36,3,9240,119,140,40,3,True,True,30,934,False
28,0,37,4,15265,223,50,29,3,False,True,30,819,False
7,0,37,2,3220,25,479,5,3,True,True,30,2045,False
12,0,36,1,15610,180,146,27,2,True,True,25,1367,False
6,0,36,1,7633,125,380,40,3,True,True,30,1830,False
10,0,36,2,11590,152,7,44,4,True,True,45,311,False
26,1,32,0,1080,45,12,14,3,True,False,30,93,True
24,0,35,9,10560,91,7,39,5,True,True,55,170,False
12,1,34,0,3115,39,7,13,3,True,False,30,154,True
12,0,35,0,2393,42,30,28,4,True,False,45,135,True
5,1,35,0,305,6,7,2,3,True,False,30,40,True
5,0,35,1,1793,23,7,3,4,True,True,45,62,False
6,0,32,2,6910,95,10,19,5,True,True,55,120,False
5,0,35,0,305,6,7,2,4,True,False,45,25,True
5,0,35,1,305,6,7,2,5,True,True,55,15,False
28,0,30,4,16200,236,7,77,2,False,True,25,771,False
9,0,33,4,7090,114,267,30,3,False,True,30,1356,False
7,0,25,1,1693,37,26,65,5,True,True,55,64,False
5,0,25,0,305,6,17,2,4,True,False,45,50,False
5,0,17,1,1820,24,24,11,3,True,True,30,169,False
19,0,16,2,6518,139,81,39,2,False,True,25,664,False
15,0,14,1,9058,169,69,37,5,True,True,55,241,False
11,0,15,4,2978,43,27,16,3,True,True,30,228,False
5,0,8,2,4515,38,211,7,3,True,True,30,1026,False
6,1,8,2,1613,17,7,4,3,True,True,30,93,True
17,0,40,3,5275,87,33,34,3,True,True,30,346,False
19,0,39,3,3358,76,387,41,3,True,True,30,1685,False
19,0,40,3,5103,82,29,52,1,True,True,15,444,False
12,0,40,3,3298,74,30,50,2,True,True,25,286,False
20,0,40,4,4680,98,60,45,3,True,True,30,431,False
13,0,40,3,3265,55,313,35,4,True,True,45,865,False
22,1,39,5,10020,137,172,60,3,True,True,30,1094,False
16,0,40,3,14678,185,28,61,3,True,True,30,706,False
16,0,40,4,5420,99,30,42,3,True,True,30,340,False
15,0,40,3,6823,111,35,29,3,True,True,30,417,False
34,1,40,6,16045,241,82,49,3,False,True,30,979,False
13,0,40,4,4000,43,511,25,4,True,True,45,1378,False
18,0,39,3,16390,198,178,47,2,True,True,25,1547,False
12,0,39,4,7405,102,214,43,3,True,True,30,1156,False
9,1,39,0,905,16,28,17,2,True,False,25,167,True
12,0,39,3,8413,143,412,60,3,True,True,30,1990,False
16,0,39,4,12370,170,39,64,4,True,True,45,411,False
17,0,39,4,7623,91,136,54,2,False,True,25,959,False
32,1,35,0,1860,63,44,34,3,True,False,30,252,True
30,0,38,1,11340,109,29,59,5,True,True,55,215,False
22,0,38,4,6723,114,54,41,3,True,True,30,489,False
10,0,36,3,3745,38,28,31,3,True,True,30,263,False
18,1,37,0,3895,57,37,33,3,True,False,30,306,True
18,0,38,0,3173,60,62,48,4,True,False,45,235,True
10,0,38,3,2573,41,28,23,4,True,True,45,135,False
12,0,35,4,7690,113,42,39,5,True,True,55,180,False
9,0,38,0,1533,23,37,21,4,True,False,45,131,True
9,0,38,4,1243,20,32,19,5,True,True,55,66,False
34,0,33,6,16980,254,28,97,2,False,True,25,901,False
15,0,36,6,7870,132,299,50,3,False,True,30,1516,False
11,0,38,3,4623,98,30,45,3,True,True,30,308,False
12,1,37,0,2570,60,66,37,4,True,False,45,230,True
15,0,38,3,3685,69,203,40,2,True,True,25,1082,False
13,0,29,4,2220,52,221,28,3,False,True,30,974,False
13,0,28,3,2473,55,58,85,5,True,True,55,124,False
9,0,28,0,1730,26,49,20,4,True,False,45,166,False
19,0,27,3,2130,48,47,30,2,True,True,25,309,False
11,0,27,3,4130,77,36,40,3,True,True,30,312,False
11,0,20,3,2600,42,56,31,3,True,True,30,329,False
25,0,19,4,7298,157,113,59,2,False,True,25,843,False
21,0,17,3,9838,187,101,57,5,True,True,55,301,False
17,0,18,6,3758,61,59,36,3,False,True,30,388,False
11,0,11,4,5295,56,243,27,3,False,True,30,1186,False
12,1,11,4,2393,35,28,24,3,True,True,30,209,True
11,0,39,0,2158,56,345,11,3,True,True,30,1468,False
11,0,40,0,3903,62,7,22,1,True,True,15,256,False
5,0,40,0,2065,35,271,5,3,True,True,30,1168,False
26,0,40,2,14845,221,40,19,3,True,True,30,762,False
5,0,40,1,2800,23,469,9,3,True,True,30,1988,False
10,0,39,0,15190,178,136,17,2,True,True,25,1303,False
5,0,39,0,7213,123,370,30,3,True,True,30,1773,False
8,0,39,0,11170,150,7,34,4,True,True,45,300,False
22,0,38,7,10140,89,7,29,5,True,True,55,163,False
5,1,38,0,305,6,7,2,3,True,False,30,40,True
5,0,38,1,1373,21,7,2,4,True,True,45,52,False
5,0,35,0,6490,93,7,9,5,True,True,55,109,False
5,0,38,0,305,6,7,2,4,True,False,45,25,True
5,0,38,0,305,6,7,2,5,True,True,55,15,False
26,0,33,2,15780,234,7,67,2,True,True,25,752,False
7,0,36,2,6670,112,257,20,3,False,True,30,1299,False
5,0,28,0,1273,35,16,55,4,True,True,45,72,False
5,0,28,0,305,6,7,2,4,True,False,45,25,False
13,0,17,0,8638,167,59,27,5,True,True,55,220,False
5,0,11,1,4095,36,201,25,3,True,True,30,969,False
5,1,11,1,1193,15,7,2,3,True,True,30,76,True
15,0,40,2,2873,72,398,30,3,True,True,30,1709,False
15,0,41,2,4618,78,40,41,1,True,True,15,478,False
16,0,41,3,4195,94,71,34,3,True,True,30,455,False
9,0,41,2,2780,51,324,24,4,True,True,45,880,False
18,0,40,4,9535,133,183,49,3,True,True,30,1118,False
12,0,41,2,14193,181,39,50,3,True,True,30,730,False
12,0,41,3,4935,95,41,31,4,True,True,45,228,False
14,1,41,0,2658,66,47,23,4,True,False,45,185,False
30,0,41,5,15560,237,93,38,3,True,True,30,1003,False
9,0,41,3,3515,39,522,14,4,True,True,45,1393,False
14,0,40,2,15905,194,189,36,3,True,True,30,1399,False
8,0,40,3,6920,98,225,32,4,True,True,45,737,False
8,0,40,2,7928,139,423,49,3,True,True,30,2014,False
12,0,40,3,11885,166,50,53,4,True,True,45,426,False
13,0,40,3,7138,87,147,43,3,True,True,30,877,False
28,1,36,0,1375,59,55,23,3,True,False,30,277,True
26,0,39,10,10855,105,40,48,5,False,True,55,224,False
18,0,39,3,6238,110,65,30,3,True,True,30,513,False
6,0,37,2,3260,34,39,20,4,True,True,45,179,False
14,1,39,0,2688,56,73,37,4,True,False,45,251,True
6,0,39,2,2088,37,39,12,4,True,True,45,150,False
8,0,36,3,7205,109,53,28,5,True,True,55,189,False
5,0,39,0,1048,19,48,10,4,True,False,45,146,True
5,0,39,3,758,16,43,8,5,True,True,55,76,False
30,0,34,5,16495,250,39,86,2,False,True,25,929,False
11,0,37,5,7385,128,310,39,3,False,True,30,1540,False
8,0,38,0,2085,56,77,26,4,True,False,45,246,False
11,0,39,2,3200,65,214,29,3,True,True,30,986,False
9,0,30,3,1735,48,232,17,3,False,True,30,999,False
9,0,29,2,1988,51,69,74,5,True,True,55,134,False
5,0,29,0,1245,22,60,9,4,True,False,45,181,False
7,0,28,2,3645,73,47,29,4,True,True,45,210,False
21,0,20,3,6813,153,124,48,2,False,True,25,871,False
17,0,18,2,9353,183,112,46,5,True,True,55,311,False
13,0,19,5,3273,57,70,25,4,True,True,45,258,False
7,0,12,3,4810,52,254,16,3,True,True,30,1210,False
8,1,12,3,1908,31,39,13,3,True,True,30,233,True
15,0,38,0,2643,60,334,22,2,True,True,25,1624,False
15,0,39,0,4388,66,7,33,1,True,True,15,283,False
8,0,39,0,2583,58,7,31,1,True,True,15,183,False
9,0,39,0,2550,39,260,16,3,True,True,30,1143,False
14,1,39,0,2428,54,7,15,3,True,False,30,127,False
30,0,39,3,15330,225,29,30,3,True,True,30,738,False
9,0,39,1,3285,27,458,6,3,True,True,30,1964,False
14,0,38,0,15675,182,125,28,2,True,True,25,1276,False
8,0,38,0,7698,127,359,41,2,True,True,25,1967,False
28,1,34,0,1145,47,7,15,2,True,False,25,85,True
26,0,37,8,10625,93,7,40,4,True,True,45,285,False
5,1,37,0,305,6,7,2,3,True,False,30,40,True
8,0,34,1,6975,97,7,20,4,True,True,45,194,False
5,0,37,0,818,7,7,2,4,True,False,45,38,True
5,0,37,1,305,6,7,2,5,True,True,55,15,False
30,0,32,3,16265,238,7,78,2,True,True,25,774,False
11,0,35,3,7155,116,246,31,2,False,True,25,1434,False
9,0,27,0,1758,39,7,66,4,True,True,45,62,False
5,0,27,0,1015,10,7,2,4,True,False,45,43,False
21,0,18,1,6583,141,60,40,1,False,True,15,699,False
17,0,16,0,9123,171,48,38,4,True,True,45,352,False
